Payout Date,Consignor,,Issued By,Payout Type,Total Payout,,,,,,,,,,Category,,,,SKU#,Item Name,Date,QTY Sold,Sold Total,Cost Total,Gross Total,NET Total,,,,Category,,
Clay Meadow Stickers,$4.00,06-19-2025,15879,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,,,,,$175.95,$30.00,$29.33,,,,,,,
Clay Meadow Bumper Stickers,$12.00,06-19-2025,15907,75.00%,$12.00,,$9.00,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Clay Meadow Stickers,$4.00,06-20-2025,15927,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,0002WA,Giants Gray Hoodie XL ,2025-06-03 17:14:59,1,$34.99,$20.00,$34.99,$14.99,Sportswear,,,,,
Clay Meadow Stickers,$4.00,06-20-2025,15950,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,00024D,Vtg Big Dogs Dog Wars Tee Made in USA ,2025-06-04 15:46:41,1,$28.99,$0.00,$28.99,$28.99,Tees,,,,,
Clay Meadow Stickers,$4.00,06-20-2025,15950,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,0001TV,Giants Black Long Sleeve ,2025-06-05 16:51:10,1,$19.99,$0.00,$19.99,$19.99,Sportswear,,,,,
Clay Meadow Stickers,$4.00,06-20-2025,15950,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,0002QE,Miss Me Signature Straight Angel Wings sz 25 ,2025-06-09 16:24:49,1,$64.99,$10.00,$64.99,$54.99,Jeans ,,,,,
Clay Meadow Stickers,$4.00,06-21-2025,16018,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,0002UI,Bebe Premium Denim Black Bellbottoms sz 28 ,2025-06-10 15:29:11,1,$39.99,$10.00,$39.99,$29.99,Jeans ,,,,,
Clay Meadow Stickers,$4.00,06-21-2025,16039,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,00016S,Lacoste Classic Fit Blue Polo Tee ,2025-06-11 13:04:31,1,$17.99,$0.00,$17.99,$17.99,Tees,,,,,
Clay Meadow Bumper Stickers,$12.00,06-21-2025,16042,75.00%,$12.00,,$9.00,Stickers,,,,,,,,,,,00029Z,FCX Red and Gray Ski Jacket ,2025-06-11 15:01:52,1,$39.99,$15.00,$39.99,$24.99,Jackets,,,,,
Clay Meadow Stickers,$4.00,06-23-2025,16138,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,0001MV,Rock & Republic Slim Fit 33x30 ,2025-06-12 17:19:21,1,$25.99,$0.00,$25.99,$25.99,Jeans ,,,,,
Clay Meadow Stickers,$4.00,06-24-2025,16155,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,00021E,The Mountain Tribal Tee ,2025-06-14 16:23:54,1,$19.99,$0.00,$19.99,$19.99,Tees,,,,,
Clay Meadow Stickers,$4.00,06-24-2025,16155,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,00023X,y2k Harley Davidson Skull Tee ,2025-06-19 14:28:05,1,$32.99,$0.00,$32.99,$32.99,Tees,,,,,
Clay Meadow Bumper Stickers,$12.00,06-26-2025,16204,75.00%,$12.00,,$9.00,Stickers,,,,,,,,,,,0001WQ,J. Crew Brown Jacket ,2025-06-20 16:15:52,1,$28.99,$0.00,$28.99,$28.99,Jackets,,,,,
Clay Meadow Stickers,$4.00,06-26-2025,16205,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,0002QD,Miss Me Signature Skinny Bedazzled sz 26 ,2025-06-20 17:02:13,1,$59.99,$10.00,$59.99,$49.99,Jeans ,,,,,
Clay Meadow Stickers,$4.00,06-26-2025,16213,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,0001Z9,San Francisco Giants Black Hoodie ,2025-06-21 17:48:52,1,$24.99,$0.00,$24.99,$24.99,Hoodies,,,,,
Clay Meadow Stickers,$4.00,06-28-2025,16263,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,0001QB,Polo by Ralph Lauren Striped Polo Tee ,2025-06-24 13:44:59,1,$17.99,$0.00,$17.99,$17.99,Tees,,,,,
Clay Meadow Stickers,$4.00,06-28-2025,16263,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,0002BO,y2k Rebel 25 Denim Black Shorts GW ,2025-06-25 18:31:35,1,$19.99,$0.00,$19.99,$19.99,Shorts/Jorts,,,,,
Clay Meadow Stickers,$4.00,06-28-2025,16298,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,0001YA,Juicy Couture Bedazzled Pink Tee ,2025-06-28 17:23:02,1,$24.99,$0.00,$24.99,$24.99,Tees,,,,,
Clay Meadow Stickers,$4.00,06-28-2025,16318,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,,,,,$502.84,$65.00,$31.43,,,,,,,
Clay Meadow Stickers,$4.00,06-30-2025,16385,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,,,,,,,,,,,,,,
Clay Meadow Air Freshener,$8.00,06-30-2025,16404,75.00%,$8.00,,$6.00,Misc. Accessories,,,,,,,,,,,0002Y7,Badgley Mischka Brown and Blue Floral Dress sz 2 TO ,2025-06-01 16:49:52,1,$45.99,$9.00,$45.99,$36.99,Dresses,,,,,
Clay Meadow Stickers,$4.00,06-30-2025,16404,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,2.00E+01,1998 Ry Blue Velour Full Zip Jacket M TO ,2025-06-03 16:43:46,1,$26.99,$9.00,$26.99,$17.99,Jackets,,,,,
Clay Meadow Stickers,$4.00,06-03-2025,15387,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,0002S8,Giants Nike Black Tee L TO ,2025-06-04 14:32:09,1,$24.99,$9.00,$24.99,$15.99,Sportswear,,,,,
Clay Meadow Stickers,$4.00,06-03-2025,15388,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,0002TJ,Live a Little Brown Jacket M TO ,2025-06-04 15:34:59,1,$27.99,$9.00,$27.99,$18.99,Jackets,,,,,
Clay Meadow Stickers,$4.00,06-06-2025,15464,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,2.00E+09,Lake Tahoe King's Beach Baby Blue Tee XL TO ,2025-06-06 18:49:21,1,$19.99,$9.00,$19.99,$10.99,Tees,,,,,
Clay Meadow Stickers,$4.00,06-07-2025,15496,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,0002Y9,Essentials Brown Floral Dress S TO ,2025-06-07 17:44:43,1,$28.99,$9.00,$28.99,$19.99,Dresses,,,,,
Clay Meadow Stickers,$4.00,06-07-2025,15497,75.00%,$4.00,,-$3.00,Stickers,,,,,,,,,,,0002TA,We The Free Light Blue Full Zip Distressed Hoodie TO ,2025-06-07 18:29:35,1,$34.99,$9.00,$34.99,$25.99,Hoodies,,,,,
Clay Meadow Stickers,$4.00,06-07-2025,15504,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,0002KO,Anne Taylor Pink Collared Button Up sz 8 TO ,2025-06-08 16:40:23,1,$24.99,$9.00,$24.99,$15.99,Button Ups,,,,,
Clay Meadow Stickers,$4.00,06-07-2025,15504,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,0002T4,England Navy w/ Red Stripes Jacket L TO ,2025-06-09 17:41:52,1,$26.99,$9.00,$26.99,$17.99,Jackets,,,,,
Clay Meadow Stickers,$4.00,06-07-2025,15510,75.00%,$4.00,,$3.00,Stickers,,,,,,,,,,,0002LZ,Polo Ralph Lauren Blue Polo Tee M TO ,2025-06-11 13:04:31,1,$17.99,$9.00,$17.99,$8.99,Tees,,,,,
Clay Meadow Bumper Stickers,$12.00,06-10-2025,15620,75.00%,$12.00,,$9.00,Stickers,,,,,,,,,,,0002KU,Lululemon Cream Athletic Jacket TO ,2025-06-11 14:38:32,1,$26.99,$9.00,$26.99,$17.99,Jackets,,,,,
,,Total Paid:,,$266.00,$6.49,41,$118.50,,,,,,,,,,,,0002RV,Plus Ultra Spain Red Jersey TO ,2025-06-12 13:40:34,1,$25.99,$9.00,$25.99,$16.99,Sportswear,,,,,
,,,,,,,,,,,,,,,,,,,0002RX,NHL Avalanche Paul Kariya #9 Hockey Jersey TO ,2025-06-12 17:22:15,1,$27.99,$9.00,$27.99,$18.99,Sportswear,,,,,
,Ben McAllister,,,,,,,Ben McAllister,,,,,,,,,,,0002YC,INC Floral Embroidered Denim Jeans sz 10 TO ,2025-06-13 13:23:06,1,$31.99,$9.00,$31.99,$22.99,Jeans ,,,,,
Carhartt thermal hoodie pink,$30.00,06-01-2025,#15338,75.00%,$30.00,,$22.50,Hoodies,,,,,,,,,,,0002T0,Old Navy Tan Floral Embroidered Cargo Pants sz 10 TO ,2025-06-13 16:48:05,1,$25.99,$9.00,$25.99,$16.99,Jeans ,,,,,
90s Sydney Australia tee,$15.00,06-01-2025,#15344,75.00%,$15.00,,$11.25,Tees,,,,,,,,,,,0002RN,UC Berkeley Navy Hoodie L TO ,2025-06-13 17:40:43,1,$25.99,$9.00,$25.99,$16.99,Hoodies,,,,,
90s Nike spellout tee,$15.00,06-03-2025,#15390,75.00%,$15.00,,$11.25,Tees,,,,,,,,,,,0002Y8,Miss Sixty Beige Cargo Pants sz 27 TO ,2025-06-14 14:09:16,1,$35.99,$9.00,$35.99,$26.99,Jeans ,,,,,
Carhartt 1/2 zip fleece NWT blue XL,$35.00,06-08-2025,#15555,75.00%,$35.00,,$26.25,Crewnecks,,,,,,,,,,,0002LQ,Harley Davidson Burlington North Carolina Thrashed Tee XL TO ,2025-06-14 16:23:55,1,$23.99,$9.00,$23.99,$14.99,Tees,,,,,
Alcatraz Beach Club crewneck,$35.00,06-09-2025,#15587,75.00%,$35.00,,$26.25,Crewnecks,,,,,,,,,,,0002MJ,CMC Red Full Zip Hoodie XS Made in USA TO ,2025-06-14 17:40:44,1,$37.99,$9.00,$37.99,$28.99,Hoodies,,,,,
Finna bag $15,$15.00,06-14-2025,#15774,75.00%,$15.00,,$11.25,Bags,,,,,,,,,,,0002T3,Expressions Black Lace Polka Dot Slip Dress L TO ,2025-06-15 16:23:38,1,$27.99,$9.00,$27.99,$18.99,Lingerie,,,,,
Carhartt hoodie blue XL,$35.00,06-20-2025,#15925,75.00%,$35.00,,$26.25,Hoodies,,,,,,,,,,,0002DN,Bersa Black Tank Top TO ,2025-06-15 16:52:31,1,$17.99,$9.00,$17.99,$8.99,Tank tops ,,,,,
,,,,$180.00,$25.71,7,$135.00,,,,,,,,,,,,0002T2,EK Designs Floral Lace Tank Top L TO ,2025-06-18 15:51:40,1,$23.99,$9.00,$23.99,$14.99,Tank tops ,,,,,
,,,,,,,,,,,,,,,,,,,0002T8,Patagonia White Puffer Vest M TO ,2025-06-21 12:54:57,1,$29.99,$9.00,$29.99,$20.99,Vests,,,,,
06-30-2025,Brandon Tran - 03P,,Annie Zhou,Print List,$239.75,,,,,,,,,,,,,,0002S3,Polo Ralph Lauren Gray Full Zip Hoodie L TO ,2025-06-21 15:17:43,1,$29.99,$9.00,$29.99,$20.99,Hoodies,,,,,
Item,Agreed,Sold,Sale,Cost/Split,Aged Price,Discounts,Amount,,,,,,,,,,,,0002SA,Polo Jeans Company Navy Full Zip Hoodie M TO ,2025-06-21 15:19:30,1,$29.99,$9.00,$29.99,$20.99,Hoodies,,,,,
Polo sport rugby black white XL,$49.99,06-05-2025,15454,80.00%,$49.99,,$39.99,Tees,,,,,,,,,,,0002SS,Lerros Gray Quarter Zip L TO ,2025-06-21 16:47:11,1,$23.99,$9.00,$23.99,$14.99,Crewnecks,,,,,
Xtreme Couture S,$44.99,06-06-2025,15482,80.00%,$44.99,,$35.99,Tees,,,,,,,,,,,0002Y6,Dark Wash Denim Flare Bottoms sz 4 TO ,2025-06-24 17:24:46,1,$29.99,$9.00,$29.99,$20.99,Jeans ,,,,,
Ed hardy hoodie steal,$24.99,06-10-2025,15611,80.00%,$24.99,,$19.99,Hoodies,,,,,,,,,,,0002SP,Maroon Floral Full Zip Hoodie S TO ,2025-06-24 17:29:49,1,$24.99,$9.00,$24.99,$15.99,Hoodies,,,,,
MMA elite XL,$49.99,06-10-2025,15629,80.00%,$49.99,,$39.99,Tees,,,,,,,,,,,0002M3,Harley Davidson Floral Charcoal Reworked Tee S TO ,2025-06-25 17:26:34,1,$23.99,$9.00,$23.99,$14.99,Tees,,,,,
Y2K tappout M,$49.99,06-18-2025,15851,80.00%,$49.99,,$39.99,Tees,,,,,,,,,,,0002T5,Harley Davidson Pink Plaid Button Up Tee TO ,2025-06-25 18:30:52,1,$27.99,$9.00,$27.99,$18.99,Button Ups,,,,,
Billabong AOP sz S,$69.99,06-19-2025,15898,80.00%,$69.99,,$55.99,Tees,,,,,,,,,,,0002MK,Dunbrooke Distinctive Images Varsity Jacket M TO ,2025-06-27 17:42:45,1,$49.99,$9.00,$49.99,$40.99,Jackets,,,,,
aop MMA elite sz S,$59.99,06-20-2025,15936,80.00%,$59.99,,$47.99,Tees,,,,,,,,,,,0002H3,Polo Ralph Lauren Cream Polo Tee L TO ,2025-06-27 18:15:06,1,$17.99,$9.00,$17.99,$8.99,Tees,,,,,
affliction tie dye style thermal sz Large,$49.99,06-20-2025,15936,80.00%,$49.99,,$39.99,Long Sleeves,,,,,,,,,,,0002TB,Betty Boop Angel Black Hoodie L TO ,2025-06-30 14:31:19,1,$33.99,$9.00,$33.99,$24.99,Hoodies,,,,,
Southpole XL,$49.99,06-20-2025,15967,80.00%,$49.99,,$39.99,Tees,,,,,,,,,,,,,,,$935.67,$297.00,$28.35,,,,,,,
threadless sz M,$29.99,06-23-2025,16119,80.00%,$29.99,,$23.99,Tees,,,,,,,,,,,,,,,,,,,,,,,,
Fox monster M,$39.99,06-23-2025,16132,80.00%,$39.99,,$31.99,Tees,,,,,,,,,,,00031L,y2k Willie Esco Duns Jorts sz 42 B ,2025-06-14 12:45:58,1,$34.99,$8.50,$34.99,$26.49,Shorts/Jorts,,,,,
green y2k sz M,$32.49,06-26-2025,16199,80.00%,$32.49,,$25.99,Tees,,,,,,,,,,,00031J,y2k Olive Full Zip Hoodie w/ Butterfly Bling Back B ,2025-06-18 16:08:38,1,$34.99,$8.50,$34.99,$26.49,Hoodies,,,,,
Mecca y2k sz L,$29.99,06-26-2025,16206,80.00%,$29.99,,$23.99,Tees,,,,,,,,,,,00032F,y2k FOx AOP White Full Zip Hoodie M B ,2025-06-18 15:47:12,1,$59.99,$8.50,$59.99,$51.49,Hoodies,,,,,
point zero XL,$29.99,06-26-2025,16206,80.00%,$29.99,,$23.99,Tees,,,,,,,,,,,00031D,Hot Leathers Skull w/ Sleeve Hit Black Full ZIp Hoodie XL B ,2025-06-18 16:40:44,1,$59.99,$8.50,$59.99,$51.49,Hoodies,,,,,
Embezzled cross wings XL,$59.99,06-29-2025,16333,80.00%,$59.99,,$47.99,Jeans ,,,,,,,,,,,00032E,y2k Mecca Black V Neck Tee M B ,2025-06-19 14:28:05,1,$25.99,$8.50,$25.99,$17.49,Tees,,,,,
Srh zip M,$59.99,06-29-2025,16334,80.00%,$59.99,,$47.99,Hoodies,,,,,,,,,,,00032A,Dickies Sun Gray Graphic Tee L B ,2025-06-19 17:46:08,1,$24.99,$8.50,$24.99,$16.49,Tees,,,,,
ecko untld 2XL,$19.99,06-30-2025,16373,80.00%,$19.99,,$15.99,Tees,,,,,,,,,,,332,Affliction Redemption Cross Reworked Tee B ,2025-06-20 15:11:38,1,$44.99,$8.50,$44.99,$36.49,Tees,,,,,
,,Total Paid:,,$752.33,$44.25,17,$239.75,,,,,,,,,,,,00032M,y2k Paco Jeans Front Embroidered Black Full Zip Hoodie 2XL B ,2025-06-20 19:02:59,1,$39.99,$8.50,$39.99,$31.49,Hoodies,,,,,
,,,,,,,,,,,,,,,,,,,00031Q,Southpole Baggy Jorts w/ Front Graphics sz 42 B ,2025-06-21 15:01:14,1,$42.99,$8.50,$42.99,$34.49,Shorts/Jorts,,,,,
06-30-2025,Christopher Ku - 03O,,Annie Zhou,Print List,$138.75,,,,,,,,,,,,,,00031T,y2k Archaic Olive Waffle Knit Long Sleeve w/ Back Hit B ,2025-06-23 13:06:06,1,$34.99,$8.50,$34.99,$26.49,Long Sleeves,,,,,
Item,Agreed,Sold,Sale,Cost/Split,Aged Price,Discounts,Amount,,,,,,,,,,,,00031Y,y2k Southpole Black Hoodie Thrashed XL B ,2025-06-23 15:45:51,1,$42.99,$8.50,$42.99,$34.49,Hoodies,,,,,
VTG 49ers Spellout Tee XL,$15.00,06-01-2025,15340,75.00%,$15.00,,$11.25,Sportswear,,,,,,,,,,,00033D,Harley Davidson Black Collared Zip Up Tee M B ,2025-06-23 17:08:13,1,$39.99,$8.50,$39.99,$31.49,Tees,,,,,
VTG Rottweiler Shirt,$25.00,06-03-2025,15404,75.00%,$25.00,,$18.75,Tees,,,,,,,,,,,339,y2k Tapout Black Tee 2XL B ,2025-06-25 16:20:25,1,$39.99,$8.50,$39.99,$31.49,Tees,,,,,
Floral Long Sleeve,$25.00,06-06-2025,15482,75.00%,$25.00,,$18.75,Long Sleeves,,,,,,,,,,,311,y2k O'Neill Red Full Zip Hoodie L B ,2025-06-27 15:11:08,1,$39.99,$8.50,$39.99,$31.49,Hoodies,,,,,
Blue Mini Top,$20.00,06-07-2025,15495,75.00%,$20.00,,$15.00,Lingerie,,,,,,,,,,,00033Y,Carhartt Olive Pants B11 MOS 30x30 B ,2025-06-27 18:01:09,1,$49.99,$26.00,$49.99,$23.99,Jeans ,,,,,
Victoria Secret White Corset Dress,$35.00,06-07-2025,15495,75.00%,$35.00,,$26.25,Lingerie,,,,,,,,,,,00031E,y2k MMA Elite Black and Red Long Sleeve S B ,2025-06-28 13:44:16,1,$45.99,$8.50,$45.99,$37.49,Long Sleeves,,,,,
Carhartt Womens Tan Jacket S,$65.00,06-07-2025,15520,75.00%,$65.00,,$48.75,Jackets,,,,,,,,,,,00031Z,y2k Ecko Unltd Black and Red Full Zip Hoodie XL B ,2025-06-28 15:21:01,1,$37.99,$8.50,$37.99,$29.49,Hoodies,,,,,
Y2K Affliction Style Shirt,$30.00,06-09-2025,15575,75.00%,$30.00,,$22.50,Tees,,,,,,,,,,,00032Y,Harley Davidson Red Collared Zip Up Tee M B ,2025-06-28 15:23:09,1,$45.99,$8.50,$45.99,$37.49,Tees,,,,,
Green Floral Tank Top,$15.00,06-09-2025,15592,75.00%,$15.00,,$11.25,Tank tops ,,,,,,,,,,,335,y2k PJ Black Graphic Tee L B ,2025-06-28 15:59:23,1,$29.99,$8.50,$29.99,$21.49,Tees,,,,,
AAPE BAPE ZIP UP,$75.00,06-11-2025,15634,75.00%,$75.00,,$56.25,Hoodies,,,,,,,,,,,00033A,y2k Avirex Black Tee L B ,2025-06-28 17:44:41,1,$34.99,$8.50,$34.99,$26.49,Tees,,,,,
Brown Lace Dress,$25.00,06-16-2025,15808,75.00%,$25.00,,$18.75,Dresses,,,,,,,,,,,321,y2k Hurley International Blue Tee B ,2025-06-28 18:53:53,1,$24.99,$8.50,$24.99,$16.49,Tees,,,,,
Guess Long Sleeve Sellout,$30.00,06-19-2025,15899,75.00%,$30.00,,$22.50,Long Sleeves,,,,,,,,,,,348,y2k Enyce Denim Jeans B ,2025-06-29 12:51:34,1,$59.99,$8.50,$59.99,$51.49,Jeans ,,,,,
DKNY Active Zip-Up Jacket,$35.00,06-21-2025,15973,75.00%,$35.00,,$26.25,Jackets,,,,,,,,,,,00031H,y2k MMA Elite Blue and White Skull Long Sleeve XL B ,2025-06-29 17:01:57,1,$49.99,$8.50,$49.99,$41.49,Long Sleeves,,,,,
Affliction Style Floral Long Sleeve,$25.00,06-21-2025,16037,75.00%,$25.00,,$18.75,Long Sleeves,,,,,,,,,,,00033Z,Carhartt Relaxed Fit Black Pants 32x32 B ,2025-06-29 17:34:21,1,$42.99,$26.00,$42.99,$16.99,Jeans ,,,,,
VTG SF Giants Shirt,$35.00,06-24-2025,16155,75.00%,$35.00,,$26.25,Sportswear,,,,,,,,,,,00031C,y2k Jake's Lotus Floral Black V Neck Long Sleeve L B ,2025-06-30 15:32:30,1,$27.99,$8.50,$27.99,$19.49,Long Sleeves,,,,,
Blue Butterfly Corset,$25.00,06-26-2025,16195,75.00%,$25.00,,$18.75,Lingerie,,,,,,,,,,,,,,,"$1,017.75",$247.50,$40.71,,,,,,,
Pink Floral Tank Top,$20.00,06-26-2025,16202,75.00%,$20.00,,$15.00,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,
Black Corset Top,$20.00,06-27-2025,16256,75.00%,$20.00,,$15.00,Lingerie,,,,,,,,,,,0002CP,Augusta Sportswear Black Mesh Jersey S WN ,2025-06-01 14:27:09,1,$19.99,$7.00,$19.99,$12.99,Athleticwear,,,,,
Black Corset Top,$20.00,06-28-2025,16258,75.00%,$20.00,,-$15.00,Lingerie,,,,,,,,,,,0002XP,Nike NFL New Orleans Saints Drew Brees #9 Jersey XL WN ,2025-06-08 16:30:05,1,$34.99,$3.00,$34.99,$31.99,Sportswear,,,,,
Black Lace Floral Corset Top,$20.00,06-28-2025,16258,75.00%,$20.00,,$15.00,Lingerie,,,,,,,,,,,0002XT,Germany Deutscher Fussball-bund White Jersey M WN ,2025-06-12 13:40:34,1,$25.99,$3.00,$25.99,$22.99,Sportswear,,,,,
Floral Lace Tank Top,$25.00,06-30-2025,16386,75.00%,$25.00,,$18.75,Lingerie,,,,,,,,,,,0002QT,Timberland Tan Sweater L WN ,2025-06-29 16:28:01,1,$27.99,$8.00,$27.99,$19.99,Sweaters,,,,,
Red Grunge Lace Tank Top,$20.00,06-30-2025,16387,75.00%,$20.00,,$15.00,Lingerie,,,,,,,,,,,0002D7,y2k XG Bedazzled Redemption Cross Tee L WN ,2025-06-30 15:58:55,1,$29.99,$7.00,$29.99,$22.99,Tees,,,,,
Black Leaves Tank Top,$20.00,06-30-2025,16387,75.00%,$20.00,,$15.00,Lingerie,,,,,,,,,,,,,,,$138.95,$28.00,$27.79,,,,,,,
,,Total Paid:,,$625.00,$28.41,22,$138.75,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-30-2025,Deisy Mora - 02A,,Annie Zhou,Print List,$496.38,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Agreed,Sold,Sale,Cost/Split,Aged Price,Discounts,Amount,,,,,,,,,,,,,,,,,,,,,,,,,
Phone deluxe charm april,$12.99,06-01-2025,15357,75.00%,$12.99,,$9.74,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-02-2025,15375,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-03-2025,15384,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-03-2025,15392,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-03-2025,15395,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-03-2025,15395,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-04-2025,15410,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-05-2025,15431,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-05-2025,15445,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
Phone deluxe charm april,$12.99,06-05-2025,15461,75.00%,$12.99,,$9.74,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-06-2025,15479,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-09-2025,15591,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-10-2025,15601,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-10-2025,15630,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
Hand deluxe charm April,$16.99,06-11-2025,15640,75.00%,$16.99,,$12.74,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,,
Mixed cup no charm,$23.99,06-11-2025,15641,75.00%,$23.99,,$17.99,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-11-2025,15660,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
Hand deluxe charm April,$16.99,06-11-2025,15661,75.00%,$16.99,,$12.74,Phone Charms,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-12-2025,15692,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-12-2025,15692,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
Sonny keychain,$21.99,06-13-2025,15698,75.00%,$21.99,,$16.49,Keychains,,,,,,,,,,,,,,,,,,,,,,,,
Sonny keychain,$21.99,06-13-2025,15699,75.00%,$21.99,,$16.49,Keychains,,,,,,,,,,,,,,,,,,,,,,,,
Sonny keychain,$21.99,06-13-2025,15704,75.00%,$21.99,,$16.49,Keychains,,,,,,,,,,,,,,,,,,,,,,,,
Sonny clothing,$8.88,06-13-2025,15708,75.00%,$8.88,,$6.66,Misc. Accessories,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-13-2025,15715,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-13-2025,15717,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-13-2025,15718,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
Sonny keychain,$21.99,06-14-2025,15748,75.00%,$21.99,,$16.49,Keychains,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-14-2025,15753,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
Sonny keychain,$21.99,06-14-2025,15753,75.00%,$21.99,,$16.49,Keychains,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-16-2025,15822,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-16-2025,15822,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
Sonny keychain,$21.99,06-17-2025,15826,75.00%,$21.99,,$16.49,Keychains,,,,,,,,,,,,,,,,,,,,,,,,
Sonny keychain,$21.99,06-17-2025,15832,75.00%,$21.99,,$16.49,Keychains,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-17-2025,15833,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-17-2025,15843,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-18-2025,15850,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-19-2025,15912,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-20-2025,15963,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
shot glass,$5.99,06-20-2025,15964,75.00%,$5.99,,$4.49,Tumblers,,,,,,,,,,,,,,,,,,,,,,,,
