Payout Date,Issued By,Consignor,Total Payout,,,,,,,,,,,,,Category,,,,,SKU#,Item Name,Date,QTY Sold,Sold Total,Cost Total,Gross Total,NET Total,,,Category,
white knit gray skirt,13768,$39.00,$39.00,04-11-2025,,$31.20,Skirts,,,,,,,,,,,,,,,,,,,,,,,,,
vintage pink lingerie dress,13781,$19.00,$19.00,04-11-2025,,$15.20,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,,
black rock skirt,13792,$30.00,$30.00,04-12-2025,,$24.00,Skirts,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage black corsetry,13808,$38.00,$38.00,04-12-2025,,$30.40,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,,
purple knit tank top with pearl,13812,$30.00,$30.00,04-12-2025,,$24.00,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,,
TB hoddy- white,13815,$36.00,$36.00,04-12-2025,,$28.80,Hoodies,,,,,,,,,,,,,,,,,,,,,,,,,
brown plaid ruffle skirt,13817,$30.00,$30.00,04-12-2025,,$24.00,Skirts,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 04,13855,$18.00,$18.00,04-13-2025,,$14.40,Belts,,,,,,,,,,,,,,,,,,,,,,,,,
NYC red skirt,13866,$30.00,$30.00,04-13-2025,,$24.00,Skirts,,,,,,,,,,,,,,,,,,,,,,,,,
R10-A498 cami,13866,$29.00,$29.00,04-13-2025,,$23.20,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,,
black levis blouse,13890,$28.00,$28.00,04-15-2025,,$22.40,Blouses,,,,,,,,,,,,,,,,,,,,,,,,,
kimchi blue dress,13895,$32.00,$32.00,04-15-2025,,$25.60,Dresses,,,,,,,,,,,,,,,,,,,,,,,,,
JGR & STN shirt,13908,$30.00,$30.00,04-15-2025,,$24.00,Tees,,,,,,,,,,,,,,,,,,,,,,,,,
white lace corsetry with cotton ruffle,13909,$30.00,$30.00,04-16-2025,,$24.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,,
leopard and blue cami,13911,$19.00,$19.00,04-16-2025,,$15.20,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 02,13915,$18.00,$18.00,04-16-2025,,$14.40,Belts,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 08,13915,$18.00,$18.00,04-16-2025,,$14.40,Belts,,,,,,,,,,,,,,,,,,,,,,,,,
tahari black tanktop,13920,$29.00,$29.00,04-17-2025,,$23.20,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,,
black off shoulder top,13927,$23.00,$23.00,04-17-2025,,$18.40,Blouses,,,,,,,,,,,,,,,,,,,,,,,,,
VS red cami,13934,$27.00,$27.00,04-17-2025,,$21.60,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,,
INTO blue dress,13944,$30.00,$30.00,04-18-2025,,$24.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 04,13955,$18.00,$18.00,04-18-2025,,$14.40,Belts,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 03,13967,$18.00,$18.00,04-18-2025,,$14.40,Belts,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 06,13997,$18.00,$18.00,04-19-2025,,$14.40,Belts,,,,,,,,,,,,,,,,,,,,,,,,,
brown suede leather jacket,14001,$88.00,$88.00,04-19-2025,,$70.40,Jackets,,,,,,,,,,,,,,,,,,,,,,,,,
black and white striped sweater,14012,$30.00,$30.00,04-19-2025,,$24.00,Sweaters,,,,,,,,,,,,,,,,,,,,,,,,,
red stripe halter top,14032,$29.00,$29.00,04-19-2025,,$23.20,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,,
social collision black denim skirt,14033,$30.00,$30.00,04-19-2025,,$24.00,Skirts,,,,,,,,,,,,,,,,,,,,,,,,,
black cropped top,14041,$23.00,$23.00,04-19-2025,,$18.40,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 05,14046,$18.00,$18.00,04-19-2025,,$14.40,Belts,,,,,,,,,,,,,,,,,,,,,,,,,
y2k denim maxi skirt,14060,$35.00,$35.00,04-20-2025,,$28.00,Skirts,,,,,,,,,,,,,,,,,,,,,,,,,
Black lace lingerie top,14071,$25.00,$25.00,04-20-2025,,$20.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,,
R10-A456,14081,$38.00,$38.00,04-20-2025,,$30.40,Skirts,,,,,,,,,,,,,,,,,,,,,,,,,
K7-M721A,14082,$43.00,$43.00,04-20-2025,,$34.40,Skirts,,,,,,,,,,,,,,,,,,,,,,,,,
TB hoody- gray,14092,$36.00,$36.00,04-20-2025,,$28.80,Hoodies,,,,,,,,,,,,,,,,,,,,,,,,,
Tularosa white cami,14121,$19.00,$19.00,04-22-2025,,$15.20,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,,
chain belt 13,14122,$18.00,$18.00,04-22-2025,,$14.40,Belts,,,,,,,,,,,,,,,,,,,,,,,,,
January Carnation gold necklace,14137,$18.00,$18.00,04-23-2025,,$14.40,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,,
black cross t-shirt,14156,$26.00,$26.00,04-24-2025,,$20.80,Tees,,,,,,,,,,,,,,,,,,,,,,,,,
July Lotus gold necklace,14173,$18.00,$18.00,04-25-2025,,$14.40,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,,
MArciano pink halter dress,14175,$29.00,$29.00,04-25-2025,,$23.20,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,,
chain belt 10,14192,$18.00,$18.00,04-25-2025,,$14.40,Belts,,,,,,,,,,,,,,,,,,,,,,,,,
the limited black cami,14193,$26.00,$26.00,04-26-2025,,$20.80,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage white cami,14198,$20.00,$20.00,04-26-2025,,$16.00,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,,
Chain belt 12,14208,$18.00,$18.00,04-26-2025,,$14.40,Belts,,,,,,,,,,,,,,,,,,,,,,,,,
dia denim jacket,14217,$68.00,$68.00,04-26-2025,,$54.40,Jackets,,,,,,,,,,,,,,,,,,,,,,,,,
green sleeping dress,14269,$26.00,$26.00,04-27-2025,,$20.80,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,,
Teal Silky dress,14271,$20.00,$20.00,04-27-2025,,$16.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,,
blue corsetry,14283,$30.00,$30.00,04-27-2025,,$24.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,,
white knit brown skirt,14289,$39.00,$39.00,04-27-2025,,$31.20,Skirts,,,,,,,,,,,,,,,,,,,,,,,,,
VS black silky dress,14291,$25.00,$25.00,04-27-2025,,$20.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,,
particia  black lace cami,14291,$27.00,$27.00,04-27-2025,,$21.60,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,,,
cal hat-purple,14305,$18.00,$18.00,04-27-2025,,$14.40,Hats,,,,,,,,,,,,,,,,,,,,,,,,,
Y2K black shorts,14306,$27.00,$27.00,04-27-2025,,$21.60,Shorts/Jorts,,,,,,,,,,,,,,,,,,,,,,,,,
black and red cape,14313,$30.00,$30.00,04-28-2025,,$24.00,Cardigans,,,,,,,,,,,,,,,,,,,,,,,,,
black silk shirt,14315,$35.00,$35.00,04-28-2025,,$28.00,Blouses,,,,,,,,,,,,,,,,,,,,,,,,,
star city pink skirt,14346,$29.00,$29.00,04-30-2025,,$23.20,Skirts,,,,,,,,,,,,,,,,,,,,,,,,,
black beads tie back,14352,$45.00,$45.00,05-01-2025,,$36.00,Lingerie,,,,,,,,,,,,,,,,,,,,,,,,,
vintage juicy couture hoody,14352,$47.00,$47.00,05-01-2025,,$37.60,Hoodies,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"$2,876.00",$31.26,92,"$2,300.80",,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-30-2025,Annie Zhou,Ziky Liu - 03R,$135.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Sale,Agreed,Aged Price,Sold,Discounts,Amount,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold Chain Necklace,13707,$35.00,$35.00,04-06-2025,,$26.25,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,,
Gold Chain Necklace,13753,$35.00,$35.00,04-09-2025,,$26.25,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,,
Gold Chain Necklace,13777,$35.00,$35.00,04-11-2025,,$26.25,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,,
Gold Chain Necklace,13807,$35.00,$35.00,04-12-2025,,$26.25,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,,
Gold Chain Necklace,13815,$35.00,$35.00,04-12-2025,,$26.25,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,,
Gold Chain Necklace,13877,$35.00,$35.00,04-14-2025,,$26.25,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,,
Gold Chain Necklace,14299,$35.00,$35.00,04-27-2025,,$26.25,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,,
Gold Chain Necklace,14302,$35.00,$35.00,04-27-2025,,$26.25,Necklaces,,,,,,,,,,,,,,,,,,,,,,,,,
,,,$280.00,$35,8,$210.00,,,,,,,,,,,,,,,,,,,,,,,,,,
