Payout Date,Issued By,Consignor,Payout Type,Total Payout,,,,,,,,,,,,Category,,,,SKU#,Item Name,Date,QTY Sold,Sold Total,Cost Total,Gross Total,NET Total,Category,,Categories,
Clay Meadow Stickers,18132,$4.00,75.00%,$4.00,,08-08-2025,$3.00,Stickers,,,,,,,,,,,,0002EW,y2k Girlie Yellow Glitter Tee AF ,2025-08-11 13:44:39,1,$27.99,$15.00,$27.99,$12.99,Tees,,,
Clay Meadow Bumper Stickers,18165,$12.00,75.00%,$12.00,,08-08-2025,$9.00,Stickers,,,,,,,,,,,,0002K7,y2k Southpole Brown Puffer Jacket w/ Fur Trim L AF ,2025-08-12 14:25:31,1,$59.99,$18.00,$59.99,$41.99,Jackets,,,
Clay Meadow Stickers,18173,$4.00,75.00%,$4.00,,08-08-2025,$3.00,Stickers,,,,,,,,,,,,0002ZC,Rock & Republic Dark Wash Jeans sz 34 AF ,2025-08-16 16:30:23,1,$42.99,$20.00,$42.99,$22.99,Jeans ,,,
Clay Meadow Stickers,18179,$4.00,75.00%,$4.00,,08-08-2025,$3.00,Stickers,,,,,,,,,,,,0002PT,Vtg Marlboro Red Checkered Reversible Fleece Quarter Zip AF ,2025-08-16 17:22:53,1,$39.99,$24.00,$39.99,$15.99,Crewnecks,,,
Clay Meadow Stickers,18190,$4.00,75.00%,$4.00,,08-09-2025,$3.00,Stickers,,,,,,,,,,,,0002PV,Southpole Gold Glitter Black Sweater L AF ,2025-08-20 13:58:03,1,$33.99,$24.00,$33.99,$9.99,Sweaters,,,
Clay Meadow Stickers,18239,$4.00,75.00%,$4.00,,08-10-2025,$3.00,Stickers,,,,,,,,,,,,0002WK,Giacca Tan Suede Fur Coat L AF ,2025-08-22 18:10:16,1,$64.99,$20.00,$64.99,$44.99,Coats,,,
Clay Meadow Stickers,18239,$4.00,75.00%,$4.00,,08-10-2025,$3.00,Stickers,,,,,,,,,,,,0002FG,Sunny Leigh Pink Lace Brown Floral Blouse L AF ,2025-08-24 15:31:03,1,$28.99,$15.00,$28.99,$13.99,Blouses,,,
Clay Meadow Stickers,18351,$4.00,75.00%,$4.00,,08-12-2025,$3.00,Stickers,,,,,,,,,,,,0002WC,Harley Davidson White Rhinestone Back Angel Wings Tee XL AF ,2025-08-24 18:18:26,1,$34.99,$20.00,$34.99,$14.99,Tees,,,
Clay Meadow Stickers,18351,$4.00,75.00%,$4.00,,08-12-2025,$3.00,Stickers,,,,,,,,,,,,,,,,$756.80,$37.84,20,,,,,
Clay Meadow Stickers,18365,$4.00,75.00%,$4.00,,08-13-2025,$3.00,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Clay Meadow Stickers,18365,$4.00,75.00%,$4.00,,08-13-2025,$3.00,Stickers,,,,,,,,,,,,0003DE,Angels Cream Corduroy Jacket M V ,2025-08-02 15:14:43,1,$32.99,$10.00,$32.99,$22.99,Jackets,,,
Clay Meadow Stickers,18526,$4.00,75.00%,$4.00,,08-16-2025,$3.00,Stickers,,,,,,,,,,,,0003CM,Twik Bedazzled Black Tank Top V ,2025-08-06 15:48:26,1,$34.99,$10.00,$34.99,$24.99,Tank tops ,,,
Clay Meadow Bumper Stickers,18579,$12.00,75.00%,$12.00,,08-17-2025,$9.00,Stickers,,,,,,,,,,,,0003CK,Jessica Purple and Red Floral Corset S V ,2025-08-31 12:52:54,1,$36.99,$10.00,$36.99,$26.99,Lingerie,,,
Clay Meadow Stickers,18613,$4.00,75.00%,$4.00,,08-17-2025,$3.00,Stickers,,,,,,,,,,,,,,,,$104.97,$34.99,3,,,,,
Clay Meadow Stickers,18716,$4.00,75.00%,$4.00,,08-21-2025,$3.00,Stickers,,,,,,,,,,,,,,,,,,,,,,,
Clay Meadow Necklaces,18838,$25.00,75.00%,$25.00,,08-24-2025,$18.75,Necklaces,,,,,,,,,,,,0002Y4,Honduras Joma Olimpia White Jersey Long Sleeve L WN ,2025-08-05 18:06:30,1,$27.99,$3.00,$27.99,$24.99,Long Sleeves,,,
Clay Meadow Stickers,18889,$4.00,75.00%,$4.00,,08-24-2025,$3.00,Stickers,,,,,,,,,,,,0002WV,Demon Football Red Tee XL Made in USA WN ,2025-08-06 15:51:35,1,$24.99,$10.00,$24.99,$14.99,Tees,,,
Clay Meadow Stickers,18913,$4.00,75.00%,$4.00,,08-25-2025,$3.00,Stickers,,,,,,,,,,,,0002D8,1994 Murrieta Wildomar Racing Tee Single Stitch XL Made in USA WN ,2025-08-17 14:02:03,1,$23.99,$7.00,$23.99,$16.99,Tees,,,
Clay Meadow Stickers,18939,$4.00,75.00%,$4.00,,08-27-2025,$3.00,Stickers,,,,,,,,,,,,0002QA,Buffalo Bulls Blue Long Sleeve L WN ,2025-08-21 14:51:34,1,$21.99,$4.00,$21.99,$17.99,Long Sleeves,,,
Clay Meadow Bumper Stickers,19002,$12.00,75.00%,$12.00,,08-29-2025,$9.00,Stickers,,,,,,,,,,,,0002D5,UEG White Manifesto Windbreaker S WN ,2025-08-23 19:02:30,1,$14.00,$7.00,$14.00,$7.00,Jackets,,,
Clay Meadow Stickers,19128,$4.00,75.00%,$4.00,,08-31-2025,$3.00,Stickers,,,,,,,,,,,,0002Y1,NFL Miami Dolphines Junior Seau #55 XL Jersey WN ,2025-08-25 13:59:37,1,$34.99,$3.00,$34.99,$31.99,Sportswear,,,
,,$205.00,$6.03,34,,Total Paid:,$78.75,,,,,,,,,,,,,0002AI,y2k Ed Hardy Green and Brown Track Jacket w/ Sleeve Hit XL WN ,2025-08-27 16:16:31,1,$35.00,$20.00,$35.00,$15.00,Jackets,,,
,,,,,,,,,,,,,,,,,,,,0002C1,Seahawks 22 Prosise Jersey S WN ,2025-08-29 17:11:47,1,$39.99,$10.00,$39.99,$29.99,Sportswear,,,
08-31-2025,Annie Zhou,Brandon Tran - 03P,Print List,$825.65,,,,,,,,,,,,,,,,0002QI,NFL Miami Dolphins Mike Wallace #11 Jersey XL WN ,2025-08-29 17:37:51,1,$34.99,$6.84,$34.99,$28.15,Sportswear,,,
Item,Sale,Agreed,Cost/Split,Aged Price,Discounts,Sold,Amount,,,,,,,,,,,,,,,,,$257.93,$28.66,8,,,,,
Thermal cross SS s0493,17802,$34.99,80.00%,$34.99,,08-01-2025,$27.99,Tees,,,,,,,,,,,,,,,,,,,,,,,
Missme paisley 27,17804,$84.99,80.00%,$84.99,,08-01-2025,$67.99,Jeans ,,,,,,,,,,,,0003DX,Synergy Purple Floral Lace Slip Dress 444 ,2025-08-05 18:17:05,1,$36.99,$14.28,$36.99,$22.71,Lingerie,,,
Southpole s0376,17937,$34.99,80.00%,$34.99,,08-04-2025,$27.99,Tees,,,,,,,,,,,,0003DI,Apostrophe White Lace Tank Top S 444 ,2025-08-06 15:13:42,1,$27.99,$14.28,$27.99,$13.71,Tank tops ,,,
Thermal cross SS s0493,18008,$34.99,80.00%,$34.99,,08-05-2025,$27.99,Tees,,,,,,,,,,,,0003DM,Rocker Girl Hot Pink Blouse S 444 ,2025-08-16 17:43:34,1,$32.99,$14.28,$32.99,$18.71,Blouses,,,
Wings y2k s0238,18027,$29.99,80.00%,$29.99,,08-06-2025,$23.99,Tees,,,,,,,,,,,,0003EG,Do & Be Brown and Blue Babydoll Blouse 444 ,2025-08-21 13:15:48,1,$34.99,$14.28,$34.99,$20.71,Blouses,,,
Redemption 2xl s0342,18215,$39.99,80.00%,$39.99,,08-09-2025,$31.99,Tees,,,,,,,,,,,,0003DL,Hot Pink Lace Lingerie w/ Bow M 444 ,2025-08-22 19:09:36,1,$36.99,$14.28,$36.99,$22.71,Lingerie,,,
Redemption XL s0363,18240,$44.99,80.00%,$44.99,,08-10-2025,$35.99,Tees,,,,,,,,,,,,3.00E+02,Maxima Baby Blue Floral Tank Top M 444 ,2025-08-31 13:34:47,1,$29.99,$14.28,$29.99,$15.71,Tank tops ,,,
Theocrat 2XL,18240,$39.99,80.00%,$39.99,,08-10-2025,$31.99,Tees,,,,,,,,,,,,,,,,$199.94,$33.32,7,,,,,
Tinkerbell y2k women’s L,18240,$49.99,80.00%,$49.99,,08-10-2025,$39.99,Hoodies,,,,,,,,,,,,,,,,,,,,,,,
Affliction blue black XL s0346,18273,$34.99,80.00%,$34.99,,08-10-2025,$27.99,Tees,,,,,,,,,,,,0003ER,Telepatia Redemption Cross Bling Back Shorts CK ,2025-08-07 12:24:19,1,$29.99,$8.00,$29.99,$21.99,Shorts/Jorts,,,
Kraken AOP s0510,18299,$44.99,80.00%,$44.99,,08-11-2025,$35.99,Tees,,,,,,,,,,,,0003FA,YMI Denim Shorts sz 9 CK ,2025-08-08 15:28:38,1,$27.99,$8.00,$27.99,$19.99,Shorts/Jorts,,,
Affliction black XL S0348,18299,$34.99,80.00%,$34.99,,08-11-2025,$27.99,Tees,,,,,,,,,,,,0003F8,Harley Davidson Motorcycles Tan Hoodie CK ,2025-08-09 13:36:08,1,$36.99,$8.00,$36.99,$28.99,Hoodies,,,
Affliction stripes 0296,18416,$44.99,80.00%,$44.99,,08-14-2025,$35.99,Tees,,,,,,,,,,,,0003EP,Wckd Skull Brown Graphic Tee S CK ,2025-08-10 17:08:12,1,$27.99,$8.00,$27.99,$19.99,Tees,,,
Affliction small s0244,18493,$44.99,80.00%,$44.99,,08-16-2025,$35.99,Tees,,,,,,,,,,,,0003EK,Harley Davidson Las Vegas Motorcycle Black Tee L CK ,2025-08-14 15:31:57,1,$29.99,$8.00,$29.99,$21.99,Tees,,,
MMA elite s0364,18524,$44.99,80.00%,$44.99,,08-16-2025,$35.99,Tees,,,,,,,,,,,,0003EJ,Abercrombie & Fitch Baby Blue Full Zip Hoodie M CK ,2025-08-14 16:10:29,1,$32.99,$8.00,$32.99,$24.99,Hoodies,,,
Hybrid graffiti sz XL s0375,18531,$19.99,80.00%,$19.99,,08-16-2025,$15.99,Tees,,,,,,,,,,,,0003EU,y2k Blue Canyon Bedazzled Black Tee XL CK ,2025-08-14 16:33:07,1,$29.99,$8.00,$29.99,$21.99,Tees,,,
522 XL s0557,18545,$29.99,80.00%,$29.99,,08-16-2025,$23.99,Tees,,,,,,,,,,,,0003F9,Zoo York Black Tee M CK ,2025-08-22 15:25:41,1,$24.99,$8.00,$24.99,$16.99,Tees,,,
Affliction distress s0455,18578,$44.99,80.00%,$44.99,,08-17-2025,$35.99,Tees,,,,,,,,,,,,0003EV,Giants 2010 World Series Champions 2XL CK ,2025-08-23 16:58:09,1,$29.99,$8.00,$29.99,$21.99,Sportswear,,,
there is no finish line nike XL,18621,$24.99,80.00%,$24.99,,08-18-2025,$19.99,Tees,,,,,,,,,,,,,,,,$270.91,$30.10,9,,,,,
DKNY jacket M s0553,18625,$44.99,80.00%,$44.99,,08-18-2025,$35.99,Jackets,,,,,,,,,,,,,,,,,,,,,,,
Ed hardy s0612,18633,$29.99,80.00%,$29.99,,08-18-2025,$23.99,Tees,,,,,,,,,,,,0002ID,Nike Air Mint Green Full Zip Hoodie XL SS ,2025-08-07 14:12:53,1,$28.99,$9.00,$28.99,$19.99,Hoodies,,,
Asian devil jeans 30x27.5,18653,$39.99,80.00%,$39.99,,08-19-2025,$31.99,Jeans ,,,,,,,,,,,,0002AK,y2k Harley Davidson Pink Cami 2009 SS ,2025-08-07 17:18:23,1,$26.99,$8.00,$26.99,$18.99,Tank tops ,,,
Hurley paint drip s0309,18663,$24.99,80.00%,$24.99,,08-19-2025,$19.99,Tees,,,,,,,,,,,,0002AZ,LA Blend Beaded Brown Print Black Jacket M SS ,2025-08-09 14:44:54,1,$29.99,$13.00,$29.99,$16.99,Jackets,,,
Devotion s0357,18677,$34.99,80.00%,$34.99,,08-20-2025,$27.99,Tees,,,,,,,,,,,,0002IC,y2k Black Ruffled Short Sleeve Jacket SS ,2025-08-10 17:12:18,1,$32.99,$9.00,$32.99,$23.99,Jackets,,,
Y2k yellow wings grail pants 36x30,18721,$94.99,80.00%,$94.99,,08-21-2025,$75.99,Jeans ,,,,,,,,,,,,0002II,Guess Jeans Cheetah Print Button Up Blouse S SS ,2025-08-27 14:38:01,1,$29.99,$9.00,$29.99,$20.99,Blouses,,,
Nobo thermal medium,18892,$44.99,80.00%,$44.99,,08-25-2025,$35.99,Long Sleeves,,,,,,,,,,,,0002AN,y2k Ecko Unltd Black Bomber w/ Back Hit S SS ,2025-08-31 14:03:39,1,$30.00,$13.00,$30.00,$17.00,Jackets,,,
Purple chrome like jeans 36x28,19001,$109.99,80.00%,$109.99,,08-29-2025,$87.99,Jeans ,,,,,,,,,,,,0002IG,y2k Silver Tab Denim Skirt sz 9/10 SS ,2025-08-17 15:37:34,1,$24.99,$9.00,$24.99,$15.99,Skirts,,,
Etza AOP sz L s0315,19082,$44.99,80.00%,$44.99,,08-30-2025,$35.99,Tees,,,,,,,,,,,,0002HG,y2k Off Shoulder Black and White Crochet Sweater SS ,2025-08-19 14:37:05,1,$29.99,$9.00,$29.99,$20.99,Sweaters,,,
Amon amarth s0295,19086,$29.99,80.00%,$29.99,,08-30-2025,$23.99,Tees,,,,,,,,,,,,,,,,$233.93,$29.24,8,,,,,
Affliction s0435,19090,$29.99,80.00%,$29.99,,08-30-2025,$23.99,Tees,,,,,,,,,,,,,,,,,,,,,,,
88 M s0328,19091,$44.99,80.00%,$44.99,,08-30-2025,$35.99,Tees,,,,,,,,,,,,,,,,,,,,,,,
GWP s0438,19094,$29.99,80.00%,$29.99,,08-30-2025,$23.99,Tees,,,,,,,,,,,,,,,,,,,,,,,
Y2K belt,19104,$24.99,80.00%,$24.99,,08-30-2025,$19.99,Belts,,,,,,,,,,,,,,,,,,,,,,,
Ecko s0294,19142,$34.99,80.00%,$34.99,,08-31-2025,$27.99,Tees,,,,,,,,,,,,,,,,,,,,,,,
Toxic hazard s0402,19142,$39.99,80.00%,$39.99,,08-31-2025,$31.99,Tees,,,,,,,,,,,,,,,,,,,,,,,
,,"$1,469.65",$41.99,35,,Total Paid:,$825.65,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-31-2025,Annie Zhou,Christopher Ku - 03O,Print List,"$1,029.00",,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,Sale,Agreed,Cost/Split,Aged Price,Discounts,Sold,Amount,,,,,,,,,,,,,,,,,,,,,,,,
Free People Lingerie Dress,17815,$25.00,75.00%,$25.00,,08-01-2025,$18.75,Lingerie,,,,,,,,,,,,,,,,,,,,,,,
Grey Floral Tank Top,17842,$20.00,75.00%,$20.00,,08-02-2025,$15.00,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,
vintage teacher $ale,17870,$14.00,75.00%,$14.00,,08-02-2025,$10.50,Tees,,,,,,,,,,,,,,,,,,,,,,,
Kaws $ale,17873,$14.00,75.00%,$14.00,,08-02-2025,$10.50,Tees,,,,,,,,,,,,,,,,,,,,,,,
San Francisco 49ERS Frank Gore Jersey,17884,$70.00,75.00%,$70.00,,08-02-2025,$52.50,Sportswear,,,,,,,,,,,,,,,,,,,,,,,
Red Mexico Jersey,17895,$35.00,75.00%,$35.00,,08-03-2025,$26.25,Sportswear,,,,,,,,,,,,,,,,,,,,,,,
SF Giants Hawaii Shirt,17917,$40.00,75.00%,$40.00,,08-03-2025,$30.00,Sportswear,,,,,,,,,,,,,,,,,,,,,,,
Y2K Affliction Style,17973,$20.00,75.00%,$20.00,,08-04-2025,$15.00,Tees,,,,,,,,,,,,,,,,,,,,,,,
Faded Glory Affliction Style Shirt,17979,$20.00,75.00%,$20.00,,08-05-2025,$15.00,Tees,,,,,,,,,,,,,,,,,,,,,,,
SF Giants Shirt 2003,17989,$15.00,75.00%,$15.00,,08-05-2025,$11.25,Sportswear,,,,,,,,,,,,,,,,,,,,,,,
Y2K Fairy Floral Hooded Long Sleeve,18000,$20.00,75.00%,$20.00,,08-05-2025,$15.00,Long Sleeves,,,,,,,,,,,,,,,,,,,,,,,
Pink Skirt $ale,18010,$14.00,75.00%,$14.00,,08-05-2025,$10.50,Skirts,,,,,,,,,,,,,,,,,,,,,,,
Island Girl Hawaii Top,18013,$15.00,75.00%,$15.00,,08-05-2025,$11.25,Tees,,,,,,,,,,,,,,,,,,,,,,,
Argentina Rare Jersey,18022,$60.00,75.00%,$60.00,,08-05-2025,$45.00,Sportswear,,,,,,,,,,,,,,,,,,,,,,,
Tinker Small $ale,18063,$14.00,75.00%,$14.00,,08-06-2025,$10.50,Tees,,,,,,,,,,,,,,,,,,,,,,,
Y2K Floral Hawaii Shirt,18072,$15.00,75.00%,$15.00,,08-07-2025,$11.25,Tees,,,,,,,,,,,,,,,,,,,,,,,
Y2K Affliction SF Giants Shirt,18099,$35.00,75.00%,$35.00,,08-07-2025,$26.25,Sportswear,,,,,,,,,,,,,,,,,,,,,,,
Pink Blouse,18112,$15.00,75.00%,$15.00,,08-07-2025,$11.25,Blouses,,,,,,,,,,,,,,,,,,,,,,,
Turkey Jersey,18161,$55.00,75.00%,$55.00,,08-08-2025,$41.25,Sportswear,,,,,,,,,,,,,,,,,,,,,,,
Harley Wings,18174,$25.00,75.00%,$25.00,,08-08-2025,$18.75,Tees,,,,,,,,,,,,,,,,,,,,,,,
INC Pink Roses Top,18234,$25.00,75.00%,$25.00,,08-09-2025,$18.75,Tees,,,,,,,,,,,,,,,,,,,,,,,
Miami Ink Grunge Style Shirt,18248,$45.00,75.00%,$45.00,,08-10-2025,$33.75,Tees,,,,,,,,,,,,,,,,,,,,,,,
MMA Elite White Crazy,18271,$45.00,75.00%,$45.00,,08-10-2025,$33.75,Tees,,,,,,,,,,,,,,,,,,,,,,,
SF Giants Baby Tee,18296,$20.00,75.00%,$20.00,,08-11-2025,$15.00,Sportswear,,,,,,,,,,,,,,,,,,,,,,,
Y2K Grunge Ed Hardy Style,18297,$34.00,75.00%,$34.00,,08-11-2025,$25.50,Tees,,,,,,,,,,,,,,,,,,,,,,,
VTG Warriors Old logo $ale,18305,$15.00,75.00%,$15.00,,08-11-2025,$11.25,Sportswear,,,,,,,,,,,,,,,,,,,,,,,
Brown Skirt $ale,18306,$14.00,75.00%,$14.00,,08-11-2025,$10.50,Skirts,,,,,,,,,,,,,,,,,,,,,,,
FANG Orange Floral Tank Top,18329,$25.00,75.00%,$25.00,,08-12-2025,$18.75,Tank tops ,,,,,,,,,,,,,,,,,,,,,,,
Steve Madden Leather Jacket,18337,$80.00,75.00%,$80.00,,08-12-2025,$60.00,Jackets,,,,,,,,,,,,,,,,,,,,,,,
Paris Blues Skirt,18360,$25.00,75.00%,$25.00,,08-13-2025,$18.75,Skirts,,,,,,,,,,,,,,,,,,,,,,,
Y2K Skull Shirt,18419,$25.00,75.00%,$25.00,,08-14-2025,$18.75,Tees,,,,,,,,,,,,,,,,,,,,,,,
White Lingerie Dress,18448,$25.00,75.00%,$25.00,,08-15-2025,$18.75,Lingerie,,,,,,,,,,,,,,,,,,,,,,,
Vintage 2000 $ale,18450,$14.00,75.00%,$14.00,,08-15-2025,$10.50,Tees,,,,,,,,,,,,,,,,,,,,,,,
